mgh_2,mgh_3,mgh_4,product_type,Product Style,,,
Mountaineering,HEADWEAR,Beanies,Peruvian,Knitting,,,
Mountaineering,HEADWEAR,Beanies,Peruvian,Not assigned,,,
Mountaineering,HEADWEAR,Beanies,Regular Beanies,Knitting,,,
Mountaineering,HEADWEAR,Beanies,Regular Beanies,Spandex / Neoprene,,,
Mountaineering,HEADWEAR,Beanies,Regular Beanies,Not assigned,,,
Mountaineering,HEADWEAR,Bandana,Classic Bandana,Regular Bandana,,,
Mountaineering,HEADWEAR,Bandana,Classic Bandana,Not assigned,,,
Mountaineering,HEADWEAR,Bandana,Multifunction Bandan,Regular,,,
Mountaineering,HEADWEAR,Bandana,Multifunction Bandan,Regular Bandana,,,
Mountaineering,HEADWEAR,Bandana,Multifunction Bandan,Warmer Bandana,,,
Mountaineering,HEADWEAR,Bandana,Multifunction Bandan,Not assigned,,,
Mountaineering,HEADWEAR,Hijab,Regular Hijab,Triangle,,,
Mountaineering,HEADWEAR,Hijab,Regular Hijab,Not assigned,,,
Mountaineering,HEADWEAR,Hijab,Sport Hijab,Bergo,,,
Mountaineering,HEADWEAR,Hijab,Sport Hijab,Not assigned,,,
Mountaineering,HEADWEAR,Scarf,Knitted,Regular,,,
Mountaineering,HEADWEAR,Face Shield,Adjustable,Not assigned,,,
Mountaineering,HEADWEAR,Masker,2 Ply masker,Ear Loop,,,
Mountaineering,HEADWEAR,Masker,2 Ply masker,Head Loop (Hijab),,,
Mountaineering,HEADWEAR,Masker,2 Ply masker,Not assigned,,,
Mountaineering,HEADWEAR,Masker,3 Ply masker,Ear Loop,,,
Mountaineering,HEADWEAR,Masker,3 Ply masker,Head Loop (Hijab),,,
Mountaineering,HEADWEAR,Masker,Not Assigned,Not assigned,,,
Mountaineering,LOGOWEAR,Manset,Without  Thumb Hole,Not assigned,,,
Riding,APPAREL,Pants,Pants (Armored),Cargo,,,
Riding,APPAREL,Pants,Pants (Armored),5 pockets,,,
Riding,APPAREL,Pants,Pants (regular),Cargo,,,
Riding,APPAREL,Pants,Pants (regular),Chinos,,,
Riding,APPAREL,Pants,Pants (regular),5 pockets,,,
Riding,APPAREL,Pants,Pants (Technical),Cargo,,,
Riding,APPAREL,Pants,Pants (Technical),5 pockets,,,
Riding,APPAREL,Shorts,Shorts (regular),Cargo,,,
Riding,APPAREL,Shorts,Shorts (regular),Bermuda,,,
Riding,APPAREL,Shorts,Shorts (regular),Board short,,,
Riding,APPAREL,Shorts,Shorts (regular),Chinos short,,,
Riding,APPAREL,Shirt,Shirt (long sleeves),Regular shirt,,,
Riding,APPAREL,Shirt,Shirt (long sleeves),Pattern shirt,,,
Riding,APPAREL,Shirt,Shirt (long sleeves),Long sleeve top,,,
Riding,APPAREL,Shirt,Shirt (short sleeves),Regular shirt,,,
Riding,APPAREL,Shirt,Shirt (short sleeves),Pattern shirt,,,
Riding,APPAREL,Top,Henley,Crew Neck,,,
Riding,APPAREL,Top,Polo shirt (long sleeves),Regular polo,,,
Riding,APPAREL,Top,Polo shirt (long sleeves),Pocket polo,,,
Riding,APPAREL,Top,Polo shirt (long sleeves),Not assigned,,,
Riding,APPAREL,Top,Polo shirt (short sleeves),Regular polo,,,
Riding,APPAREL,Top,Polo shirt (short sleeves),Non Hooded,,,
Riding,APPAREL,Top,Polo shirt (short sleeves),Not assigned,,,
Riding,APPAREL,Top,T-Shirt (long sleeves),Regular shirt,,,
Riding,APPAREL,Top,T-Shirt (long sleeves),Crew Neck,,,
Riding,APPAREL,Top,T-Shirt (long sleeves),Long sleeve top,,,
Riding,APPAREL,Top,T-Shirt (long sleeves),N/A,,,
Riding,APPAREL,Top,T-Shirt (long sleeves),Not assigned,,,
Riding,APPAREL,Top,T-Shirt (short sleeves),Regular shirt,,,
Riding,APPAREL,Top,T-Shirt (short sleeves),Crew Neck,,,
Riding,APPAREL,Top,T-Shirt (short sleeves),Short sleeve top,,,
Riding,APPAREL,Top,T-Shirt (short sleeves),Not assigned,,,
Riding,APPAREL,Top,T-Shirt (sleeveless),Crew Neck,,,
Riding,APPAREL,Top,T-Shirt (sleeveless),Not assigned,,,
Riding,APPAREL,Top,JERSEY,Short sleeve top,,,
Riding,APPAREL,Top,JERSEY,Long sleeve top,,,
Riding,APPAREL,Jacket,Armored Jacket,Non Hooded,,,
Riding,APPAREL,Jacket,Fleece Jacket,Hooded,,,
Riding,APPAREL,Jacket,Fleece Jacket,Non Hooded,,,
Riding,APPAREL,Jacket,Insulated Jacket,Hooded,,,
Riding,APPAREL,Jacket,Insulated Jacket,Non Hooded,,,
Riding,APPAREL,Jacket,Jack Shirt,Non Hooded,,,
Riding,APPAREL,Jacket,Jack Shirt,Quilted,,,
Riding,APPAREL,Jacket,Jack Shirt,DECK JACKET,,,
Riding,APPAREL,Jacket,Softshell Jacket,Hooded,,,
Riding,APPAREL,Jacket,Softshell Jacket,Non Hooded,,,
Riding,APPAREL,Jacket,Windproof Jacket,Hooded,,,
Riding,APPAREL,Jacket,Windproof Jacket,Non Hooded,,,
Riding,APPAREL,Jacket,Windproof Jacket,Parka,,,
Riding,APPAREL,Jacket,Windproof Jacket,Bomber,,,
Riding,APPAREL,Jacket,Windproof Jacket,Anorak,,,
Riding,APPAREL,Jacket,Windproof Jacket,Coach,,,
Riding,APPAREL,Jacket,Not Assigned,Not assigned,,,
Riding,APPAREL,Sweater,Hoodie (non-zip),Crew Neck Jumper,,,
Riding,APPAREL,Sweater,Hoodie (non-zip),Sweatshirt,,,
Riding,APPAREL,Sweater,Hoodie (zip),Hooded,,,
Riding,APPAREL,Sweater,Hoodie (zip),Crew Neck Jumper,,,
Riding,APPAREL,Sweater,Hoodie (zip),Sweatshirt,,,
Riding,APPAREL,Sweater,Non-hoodie (non-zip),Crew Neck,,,
Riding,APPAREL,Sweater,Non-hoodie (non-zip),Non Hooded,,,
Riding,APPAREL,Sweater,Non-hoodie (non-zip),Sweatshirt,,,
Riding,APPAREL,Sweater,Non-hoodie (zip),Non Hooded,,,
Riding,APPAREL,Sweater,Non-hoodie (zip),Crew Neck Jumper,,,
Riding,APPAREL,Rainwear,Rainsuit,Hooded,,,
Riding,APPAREL,Rainwear,Rainsuit,Full length bottom,,,
Riding,APPAREL,Rainwear,Rainsuit,Polyester,,,
Riding,APPAREL,Rainwear,Rainsuit,PVC,,,
Riding,APPAREL,Rainwear,Rainsuit,Not assigned,,,
Riding,APPAREL,Vest,Insulated Vest,Hooded,,,
Riding,APPAREL,Vest,Insulated Vest,Non Hooded,,,
Riding,APPAREL,Vest,Insulated Vest,Quilted,,,
Riding,APPAREL,Vest,Insulated Vest,Not assigned,,,
Riding,APPAREL,Vest,Windproof Vest,Hooded,,,
Riding,APPAREL,Vest,Windproof Vest,Non Hooded,,,
Riding,APPAREL,Vest,Windproof Vest,Not assigned,,,
Riding,APPAREL,Vest,Not Assigned,Not assigned,,,
Riding,APPAREL,Baselayer,Bottom,Full length bottom,,,
Riding,APPAREL,Baselayer,Top,Short sleeve top,,,
Riding,APPAREL,Baselayer,Top,Long sleeve top,,,
Riding,BAGS,Backpack,Daypack,Packable,,,
Riding,BAGS,Backpack,Daypack,Daypack,,,
Riding,BAGS,Backpack,Daypack,Not assigned,,,
Riding,BAGS,Backpack,Hydropack,Packable,,,
Riding,BAGS,Backpack,Hydropack,Daypack,,,
Riding,BAGS,Backpack,Laptop,Daypack,,,
Riding,BAGS,Backpack,Laptop,Not assigned,,,
Riding,BAGS,Backpack,Rucksack,Not assigned,,,
Riding,BAGS,Backpack,Technical,Two ways carry,,,
Riding,BAGS,Backpack,Technical,Daypack,,,
Riding,BAGS,Backpack,Technical,Not assigned,,,
Riding,BAGS,Backpack,Tote Bag,Two ways carry,,,
Riding,BAGS,Backpack,Tote Bag,Two Ways carry tote bag,,,
Riding,BAGS,Shoulder Bag,Chest Pack,Not assigned,,,
Riding,BAGS,Shoulder Bag,Cross Sling Bag,N/A,,,
Riding,BAGS,Shoulder Bag,Cross Sling Bag,Not assigned,,,
Riding,BAGS,Shoulder Bag,Laptop Shoulder Bag,Not assigned,,,
Riding,BAGS,Shoulder Bag,Regular Shoulder Bag,Two ways carry,,,
Riding,BAGS,Shoulder Bag,Regular Shoulder Bag,Not assigned,,,
Riding,BAGS,Shoulder Bag,Tablet Shoulder Bag,Not assigned,,,
Riding,BAGS,Shoulder Bag,Tote Bag,Two Ways carry tote bag,,,
Riding,BAGS,Duffle,Regular Duffle,Two ways carry,,,
Riding,BAGS,Duffle,Regular Duffle,Not assigned,,,
Riding,BAGS,Waist Bag,Cross Sling Bag,Not assigned,,,
Riding,BAGS,Waist Bag,Regular Waist Bag,Two ways carry,,,
Riding,BAGS,Waist Bag,Regular Waist Bag,N/A,,,
Riding,BAGS,Waist Bag,Regular Waist Bag,Not assigned,,,
Riding,BAGS,Waist Bag,Technical Waist Bag,Packable,,,
Riding,BAGS,Waist Bag,Technical Waist Bag,WATER PROTECTION,,,
Riding,BAGS,Waist Bag,Technical Waist Bag,Not assigned,,,
Riding,BAGS,Pouch,Digital Pouch,Not assigned,,,
Riding,BAGS,Pouch,Legpack,Not assigned,,,
Riding,BAGS,Pouch,Travel Pouch,Not assigned,,,
Riding,BAGS,Pouch,Not Assigned,Not assigned,,,
Riding,BAGS,Motorcycle Bag,Handlebar Bag,Not assigned,,,
Riding,BAGS,Motorcycle Bag,Helmet Bag,Not assigned,,,
Riding,BAGS,Motorcycle Bag,Regular Duffle,Not assigned,,,
Riding,BAGS,Motorcycle Bag,Side Bags,Two ways carry,,,
Riding,BAGS,Motorcycle Bag,Side Bags,Not assigned,,,
Riding,BAGS,Motorcycle Bag,Tail Bag,Not assigned,,,
Riding,BAGS,Motorcycle Bag,Tank Bag,Two ways carry,,,
Riding,BAGS,Motorcycle Bag,Tank Bag,N/A,,,
Riding,BAGS,Motorcycle Bag,Tank Bag,Not assigned,,,
Riding,BAGS,Motorcycle Bag,Tools Bag,Not assigned,,,
Riding,BAGS,Motorcycle Bag,FRONT BAG,WATER PROTECTION,,,
Riding,BAGS,Motorcycle Bag,UNDER SEAT BAG,WATER PROTECTION,,,
Riding,BAGS,Motorcycle Bag,Not Assigned,Not assigned,,,
Riding,BAGS,Cases,Dopp Kit,Not assigned,,,
Riding,ACCESSORIES,Wallet,Long,Not assigned,,,
Riding,ACCESSORIES,Wallet,Short,Bifold,,,
Riding,ACCESSORIES,Wallet,Short,Neck Wallet,,,
Riding,ACCESSORIES,Wallet,Short,Zipper Wallet,,,
Riding,ACCESSORIES,Wallet,Short,Not assigned,,,
Riding,ACCESSORIES,Chain Accessories,Keychain,Not assigned,,,
Riding,ACCESSORIES,Chain Accessories,Wallet chain,Not assigned,,,
Riding,ACCESSORIES,Graphic Accessories,Pin,Not assigned,,,
Riding,ACCESSORIES,Graphic Accessories,Sticker,Not assigned,,,
Riding,ACCESSORIES,Graphic Accessories,Velcro Patch,Not assigned,,,
Riding,ACCESSORIES,Belts,Flip Belt,Not assigned,,,
Riding,ACCESSORIES,Belts,Pin Belt,Not assigned,,,
Riding,ACCESSORIES,Belts,Ring Belt,Not assigned,,,
Riding,ACCESSORIES,Watches,Analog,Not assigned,,,
Riding,ACCESSORIES,Watches,Analog Chrono,Not assigned,,,
Riding,ACCESSORIES,Watches,Digital,Not assigned,,,
Riding,ACCESSORIES,Sunglasses,Casual Glasses,Aviator,,,
Riding,ACCESSORIES,Sunglasses,Casual Glasses,Square,,,
Riding,ACCESSORIES,Sunglasses,Casual Glasses,Sport,,,
Riding,ACCESSORIES,Sunglasses,Goggles,Sport,,,
Riding,ACCESSORIES,Sunglasses,Sport Glasses,Sport,,,
Riding,ACCESSORIES,Masker Strap,Moulded,Silicone,,,
Riding,ACCESSORIES,Masker Strap,Basic,Webbing,,,
Riding,ACCESSORIES,Masker Strap,Basic,Not assigned,,,
Riding,EQUIPMENT,Gloves,Full Gloves,Leather,,,
Riding,EQUIPMENT,Gloves,Full Gloves,Mix,,,
Riding,EQUIPMENT,Gloves,Full Gloves,Not assigned,,,
Riding,EQUIPMENT,Gloves,Half-Gloves,Leather,,,
Riding,EQUIPMENT,Gloves,Half-Gloves,Mix,,,
Riding,EQUIPMENT,Riding Equipment,Masker,Not assigned,,,
Riding,EQUIPMENT,Riding Equipment,Net,Not assigned,,,
Riding,EQUIPMENT,Riding Equipment,Pants Suspender,Not assigned,,,
Riding,EQUIPMENT,Riding Equipment,Protector,Elbow Protector,,,
Riding,EQUIPMENT,Riding Equipment,Protector,Knee Protector,,,
Riding,EQUIPMENT,Riding Equipment,Protector,Back Protector,,,
Riding,EQUIPMENT,Riding Equipment,Protector,Not assigned,,,
Riding,EQUIPMENT,Riding Equipment,Shifter Pad,Not assigned,,,
Riding,EQUIPMENT,Riding Equipment,Strap,Not assigned,,,
Riding,EQUIPMENT,Umbrella,Automatic,Not assigned,,,
Riding,EQUIPMENT,Motorcycle,Not Assigned,Not assigned,,,
Riding,FOOTWEAR,Shoes,High-cut shoes,Not assigned,,,
Riding,FOOTWEAR,Shoes,Low-cut shoes,Sneakers,,,
Riding,FOOTWEAR,Shoes,Low-cut shoes,Not assigned,,,
Riding,FOOTWEAR,Shoes,Mid-cut shoes,Sneakers,,,
Riding,FOOTWEAR,Shoes,Mid-cut shoes,Mix,,,
Riding,FOOTWEAR,Shoes,Mid-cut shoes,N/A,,,
Riding,FOOTWEAR,Shoes,Mid-cut shoes,Not assigned,,,
Riding,FOOTWEAR,Boots,High Cut Boots,Classic,,,
Riding,FOOTWEAR,Sock,High Cut Sock,Not assigned,,,
Riding,FOOTWEAR,Sock,Low Cut Sock,N/A,,,
Riding,FOOTWEAR,Sock,Low Cut Sock,Not assigned,,,
Riding,FOOTWEAR,Sock,Mid Cut Sock,Not assigned,,,
Riding,FOOTWEAR,Sock,NO SHOW,Not assigned,,,
Riding,FOOTWEAR,Sock,SHORT CUT SOCKS,Not assigned,,,
Riding,FOOTWEAR,Boot Cover,High Cut Boot Cover,Not assigned,,,
Riding,HEADWEAR,Caps,Active Caps,Baseball Caps,,,
Riding,HEADWEAR,Caps,Fashion Caps,Trucker Caps,,,
Riding,HEADWEAR,Caps,Fashion Caps,Baseball Caps,,,
Riding,HEADWEAR,Caps,Fashion Caps,Commando Caps,,,
Riding,HEADWEAR,Caps,Fashion Caps,Pannel Caps,,,
Riding,HEADWEAR,Caps,Fashion Caps,Snapback Caps,,,
Riding,HEADWEAR,Caps,Fashion Caps,Not assigned,,,
Riding,HEADWEAR,Hats,Fashion Hats,Bucket Hats,,,
Riding,HEADWEAR,Hats,Fashion Hats,FEDORA HAT,,,
Riding,HEADWEAR,Beanies,Balaclava,Not assigned,,,
Riding,HEADWEAR,Beanies,Regular Beanies,Knitting,,,
Riding,HEADWEAR,Beanies,Regular Beanies,Not assigned,,,
Riding,HEADWEAR,Bandana,Classic Bandana,Regular Bandana,,,
Riding,HEADWEAR,Bandana,Classic Bandana,Not assigned,,,
Riding,HEADWEAR,Bandana,Multifunction Bandan,Regular Bandana,,,
Riding,HEADWEAR,Bandana,Multifunction Bandan,Warmer Bandana,,,
Riding,HEADWEAR,Bandana,Multifunction Bandan,Not assigned,,,
Riding,HEADWEAR,Helmet,Full Face Helmet,Fix,,,
Riding,HEADWEAR,Helmet,Full Face Helmet,Not assigned,,,
Riding,HEADWEAR,Helmet,Half Face Helmet,Fix,,,
Riding,HEADWEAR,Masker,Masker,Not assigned,,,
Tactical,ACCESSORIES,Sunglasses,Sport Glasses,Sport,,,
Tactical,ACCESSORIES,Wallet,Short,Neck Wallet,,,
Tactical,ACCESSORIES,Wallet,Short,Passport Wallet,,,
Tactical,APPAREL,Jacket,Fleece Jacket,Hooded,,,
Tactical,APPAREL,Jacket,Jack Shirt,Parka,,,
Tactical,APPAREL,Jacket,Softshell Jacket,Hooded,,,
Tactical,APPAREL,Jacket,Windproof Jacket,Bomber,,,
Tactical,APPAREL,Jacket,Windproof Jacket,Hooded,,,
Tactical,APPAREL,Jacket,Windproof Jacket,Non Hooded,,,
Tactical,APPAREL,Pants,Pants (Armored),Cargo,,,
Tactical,APPAREL,Pants,Pants (Regular),Jogger,,,
Tactical,APPAREL,Pants,Pants (Regular),Leggings,,,
Tactical,APPAREL,Pants,Pants (Technical),Cargo,,,
Tactical,APPAREL,Pants,Pants (Technical),Convertible Pants,,,
Tactical,APPAREL,Pants,Pants (Technical),Flat fronts,,,
Tactical,APPAREL,Pants,Pants (Technical),Pants (Technical),,,
Tactical,APPAREL,Rainwear,Rainsuit,Hooded,,,
Tactical,APPAREL,Shirt,Shirt (long sleeves),Convertible shirt,,,
Tactical,APPAREL,Shirt,Shirt (long sleeves),Regular shirt,,,
Tactical,APPAREL,Shirt,Shirt (short sleeves),Regular shirt,,,
Tactical,APPAREL,Shorts,Shorts (Regular),Bermuda,,,
Tactical,APPAREL,Shorts,Shorts (Regular),Board short,,,
Tactical,APPAREL,Shorts,Shorts (Technical),Bermuda,,,
Tactical,APPAREL,Shorts,Shorts (Technical),Cargo,,,
Tactical,APPAREL,Shorts,Shorts (Technical),Flat fronts,,,
Tactical,APPAREL,Top,Polo shirt (long sleeves),Pattern polo,,,
Tactical,APPAREL,Top,Polo shirt (short sleeves),Pattern polo,,,
Tactical,APPAREL,Top,Polo shirt (short sleeves),Pocket polo,,,
Tactical,APPAREL,Top,Polo shirt (short sleeves),Regular polo,,,
Tactical,APPAREL,Top,Polo shirt (short sleeves),V-Neck,,,
Tactical,APPAREL,Top,T-Shirt (long sleeves),Crew Neck,,,
Tactical,APPAREL,Top,T-Shirt (long sleeves),Long sleeve top,,,
Tactical,APPAREL,Top,T-Shirt (short sleeves),Crew Neck,,,
Tactical,APPAREL,Top,T-Shirt (short sleeves),Pattern shirt,,,
Tactical,APPAREL,Top,T-Shirt (short sleeves),Short sleeve top,,,
Tactical,APPAREL,Top,T-Shirt (sleeveless),Crew Neck,,,
Tactical,BAGS,Backpack,Daypack,Daypack,,,
Tactical,BAGS,Backpack,Technical,Daypack,,,
Tactical,BAGS,Backpack,Technical,Fixed Harness,,,
Tactical,BAGS,Pouch,Travel Pouch,Nylon,,,
Tactical,BAGS,Shoulder Bag,Regular Shoulder Bag,Basic Shoulder Bag,,,
Tactical,EQUIPMENT,Gloves,Full Gloves,Mix,,,
Tactical,EQUIPMENT,Gloves,Half Gloves,Mix,,,
Tactical,EQUIPMENT,Kitchenware,Cup,Stainless,,,
Tactical,EQUIPMENT,Knives,Folded,Knife,,,
Tactical,EQUIPMENT,Lighting Equipment,Torch,Rechargeable,,,
Tactical,EQUIPMENT,Tools,Pen,Glassbreaker Pen,,,
Tactical,EQUIPMENT,Water Storage,Bottle,Stainless Steel,,,
Tactical,FOOTWEAR,Boots,High Cut Boots,Rubber,,,
Tactical,FOOTWEAR,Shoes,Low Cut Shoes,Trail Running,,,
Tactical,HEADWEAR,Beanies,Regular Beanies,Knitting,,,
Tactical,HEADWEAR,Caps,Active Caps,Trucker Caps,,,
Tactical,HEADWEAR,Caps,Fashion Caps,Baseball Caps,,,
Tactical,HEADWEAR,Caps,Fashion Caps,Commando Caps,,,
Tactical,HEADWEAR,Hats,Fashion Hats,Jungle Hat,,,
Active,APPAREL,Jacket,Windproof Jacket,Hooded,,,
Active,APPAREL,Pants,Pants (Regular),2 in 1 Pants,,,
Active,APPAREL,Pants,Pants (Regular),Ankle Legging,,,
Active,APPAREL,Pants,Pants (Regular),Cargo,,,
Active,APPAREL,Pants,Pants (Regular),Crop Legging,,,
Active,APPAREL,Pants,Pants (Regular),Flare Legging,,,
Active,APPAREL,Pants,Pants (Regular),Short Legging,,,
Active,APPAREL,Shorts,Shorts (Regular),2 in 1 Pants,,,
Active,APPAREL,Shorts,Shorts (Regular),Bermuda,,,
Active,APPAREL,Shorts,Shorts (Regular),Polyester,,,
Active,APPAREL,Top,T-Shirt (short sleeves),CROPPED,,,
Active,APPAREL,Underwear,Sport Bra,PLAIN,,,
Active,BAGS,Backpack,Daypack,Daypack,,,
Active,BAGS,Duffle,Regular Duffle,Three Ways Carry,,,
Active,BAGS,Shoulder Bag,Tote Bag,Regular Tote Bag,,,
Active,HEADWEAR,Caps,Active Caps,Panel Cap,,,
